X,Y,OBJECTID,FileNumber,OccuranceYear,ReportedDate,ReportedTime,ReportedWeekday,Offense,OffenseCategory,HouseNumber,StreetName,City,ReportedDateText,ReportedTimeText,Lat,Lon
530580,5451280,1134100,2018-14369,2018,2018-06-26T00:00:00.000Z,2018-06-26T12:35:00.000Z,Tuesday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,116XX,231B ST,MAPLE RIDGE,"Jun 26, 2018",12:35 pm,49.2288476,-122.5800272
526220,5452030,1134102,2018-14385,2018,2018-06-26T00:00:00.000Z,2018-06-26T15:46:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,209XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 26, 2018",3:46 pm,49.2199546,-122.4428793
529900,5450670,1134103,2018-14391,2018,2018-06-26T00:00:00.000Z,2018-06-26T16:24:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,BURNETT ST,MAPLE RIDGE,"Jun 26, 2018",4:24 pm,49.2086842,-122.5893156
531080,5450140,1134106,2018-14418,2018,2018-06-26T00:00:00.000Z,2018-06-26T22:48:00.000Z,Tuesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,233XX,KANAKA WAY,MAPLE RIDGE,"Jun 26, 2018",10:48 pm,49.20331,-122.5727678
528570,5451530,1134110,2018-14441,2018,2018-06-27T00:00:00.000Z,2018-06-27T07:51:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,221XX,CLIFF AVE,MAPLE RIDGE,"Jun 27, 2018",7:51 am,49.2159398,-122.6111911
524830,5458760,1134111,2018-14450,2018,2018-06-27T00:00:00.000Z,2018-06-27T10:02:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,202XX,MOUNTAIN PL,PITT MEADOWS,"Jun 27, 2018",10:02 am,49.2811031,-122.6585392
529750,5451490,1134113,2018-14478,2018,2018-06-27T00:00:00.000Z,2018-06-27T15:26:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,RITCHIE AVE,MAPLE RIDGE,"Jun 27, 2018",3:26 pm,49.2154767,-122.5913627
528220,5451470,1134116,2018-14539,2018,2018-06-28T00:00:00.000Z,2018-06-28T09:30:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,219XX,CLIFF PL,MAPLE RIDGE,"Jun 28, 2018",9:30 am,49.2154304,-122.6132188
527700,5452040,1134118,2018-14544,2018,2018-06-28T00:00:00.000Z,2018-06-28T10:06:00.000Z,Thursday,THEFT BICYCLE UNDER $5000,BIKE THEFT,217XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 28, 2018",10:06 am,49.2199546,-122.4428793
525730,5452080,1134119,2018-14548,2018,2018-06-28T00:00:00.000Z,2018-06-28T10:34:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,207A ST,MAPLE RIDGE,"Jun 28, 2018",10:34 am,49.2241922,-122.6469563
529250,5452000,1134121,2018-14589,2018,2018-06-28T00:00:00.000Z,2018-06-28T18:23:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jun 28, 2018",6:23 pm,49.2190735,-122.6002259
525040,5452130,1134126,2018-14641,2018,2018-06-29T00:00:00.000Z,2018-06-29T09:13:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,203XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 29, 2018",9:13 am,49.2199546,-122.4428793
528580,5451640,1134131,2018-14740,2018,2018-06-30T00:00:00.000Z,2018-06-30T08:27:00.000Z,Saturday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 30, 2018",8:27 am,49.1992265,-122.5775593
528280,5452110,1134132,2018-14741,2018,2018-06-30T00:00:00.000Z,2018-06-30T08:58:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,YORK ST,MAPLE RIDGE,"Jun 30, 2018",8:58 am,49.2220318,-122.611584
533130,5454690,1134142,2018-14861,2018,2018-07-01T00:00:00.000Z,2018-07-01T19:25:00.000Z,Sunday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,244XX,FERN CRES,MAPLE RIDGE,"Jul 01, 2018",7:25 pm,49.2378665,-122.563499
523200,5451740,1134149,2018-14946,2018,2018-07-02T00:00:00.000Z,2018-07-02T16:22:00.000Z,Monday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,194XX,118B AVE,PITT MEADOWS,"Jul 02, 2018",4:22 pm,49.2181519,-122.6941616
522610,5453100,1134154,2018-14971,2018,2018-07-03T00:00:00.000Z,2018-07-03T01:31:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,125XX,HARRIS RD,PITT MEADOWS,"Jul 03, 2018",1:31 am,49.2302871,-122.689463
529740,5452670,1134159,2018-14983,2018,2018-07-03T00:00:00.000Z,2018-07-03T09:18:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,123XX,FULTON ST,MAPLE RIDGE,"Jul 03, 2018",9:18 am,49.2256795,-122.5915243
531830,5450280,1134162,2018-14993,2018,2018-07-03T00:00:00.000Z,2018-07-03T11:05:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,237XX,KANAKA WAY,MAPLE RIDGE,"Jul 03, 2018",11:05 am,49.20331,-122.5727678
529170,5452010,1134163,2018-14994,2018,2018-07-03T00:00:00.000Z,2018-07-03T11:14:00.000Z,Tuesday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,119XX,HANEY PL,MAPLE RIDGE,"Jul 03, 2018",11:14 am,49.2190735,-122.6002259
528580,5451640,1134165,2018-15003,2018,2018-07-03T00:00:00.000Z,2018-07-03T12:10:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 03, 2018",12:10 pm,49.1992265,-122.5775593
529200,5451920,1134169,2018-15017,2018,2018-07-03T00:00:00.000Z,2018-07-03T13:55:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jul 03, 2018",1:55 pm,49.2190735,-122.6002259
524790,5451930,1134176,2018-15060,2018,2018-07-03T00:00:00.000Z,2018-07-03T23:33:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,203XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 03, 2018",11:33 pm,49.1992265,-122.5775593
531950,5451720,1134177,2018-15065,2018,2018-07-04T00:00:00.000Z,2018-07-04T00:30:00.000Z,Wednesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,118XX,238B ST,MAPLE RIDGE,"Jul 04, 2018",12:30 am,49.2185795,-122.561192
528910,5451640,1134178,2018-15069,2018,2018-07-04T00:00:00.000Z,2018-07-04T01:48:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 04, 2018",1:48 am,49.1992265,-122.5775593
527240,5453310,1134179,2018-15070,2018,2018-07-04T00:00:00.000Z,2018-07-04T02:01:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,214XX,THORNTON AVE,MAPLE RIDGE,"Jul 04, 2018",2:01 am,49.2320798,-122.6286343
528750,5452040,1134180,2018-15072,2018,2018-07-04T00:00:00.000Z,2018-07-04T04:32:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,222XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 04, 2018",4:32 am,49.2199546,-122.4428793
522520,5453240,1134183,2018-15075,2018,2018-07-04T00:00:00.000Z,2018-07-04T07:32:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,191XX,LOUGHEED HWY,PITT MEADOWS,"Jul 04, 2018",7:32 am,49.2245003,-122.6724567
526910,5453320,1134184,2018-15077,2018,2018-07-04T00:00:00.000Z,2018-07-04T08:27:00.000Z,Wednesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,213XX,THORNTON AVE,MAPLE RIDGE,"Jul 04, 2018",8:27 am,49.2320798,-122.6286343
532110,5452050,1134185,2018-15079,2018,2018-07-04T00:00:00.000Z,2018-07-04T08:37:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 04, 2018",8:37 am,49.2199546,-122.4428793
524630,5451130,1134186,2018-15081,2018,2018-07-04T00:00:00.000Z,2018-07-04T08:42:00.000Z,Tuesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,201XX,STEWART CRES,MAPLE RIDGE,"Jul 04, 2018",8:42 am,49.2139969,-122.6635418
531020,5448800,1134187,2018-15090,2018,2018-07-04T00:00:00.000Z,2018-07-04T09:16:00.000Z,Wednesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,233XX,MCKAY AVE,MAPLE RIDGE,"Jul 04, 2018",9:16 am,49.1912646,-122.5741841
527760,5452590,1134192,2018-15123,2018,2018-07-04T00:00:00.000Z,2018-07-04T14:20:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,217XX,RIDGEWAY CRES,MAPLE RIDGE,"Jul 04, 2018",2:20 pm,49.2255217,-122.6195059
522610,5456910,1134195,2018-15134,2018,2018-07-04T00:00:00.000Z,2018-07-04T17:20:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,144XX,HARRIS RD,PITT MEADOWS,"Jul 04, 2018",5:20 pm,49.2302871,-122.689463
523610,5451950,1134198,2018-15149,2018,2018-07-04T00:00:00.000Z,2018-07-04T19:44:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,196XX,POPLAR DR,PITT MEADOWS,"Jul 04, 2018",7:44 pm,49.220146,-122.6765294
529120,5451590,1134199,2018-15172,2018,2018-07-05T00:00:00.000Z,2018-07-05T04:41:00.000Z,Thursday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,117XX,FRASER ST,MAPLE RIDGE,"Jul 05, 2018",4:41 am,49.2166429,-122.600191
522490,5452230,1134200,2018-15174,2018,2018-07-05T00:00:00.000Z,2018-07-05T05:40:00.000Z,Thursday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,191XX,FORD RD,PITT MEADOWS,"Jul 05, 2018",5:40 am,49.2225195,-122.7413051
532010,5450800,1134201,2018-15175,2018,2018-07-05T00:00:00.000Z,2018-07-05T06:19:00.000Z,Thursday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,238XX,113B AVE,MAPLE RIDGE,"Jul 05, 2018",6:19 am,49.2084925,-122.6704234
525520,5450950,1134203,2018-15194,2018,2018-07-05T00:00:00.000Z,2018-07-05T09:47:00.000Z,Thursday,THEFT BICYCLE UNDER $5000,BIKE THEFT,114XX,DARTFORD ST,MAPLE RIDGE,"Jul 05, 2018",9:47 am,49.208667,-122.6496282
528170,5451500,1134206,2018-15226,2018,2018-07-05T00:00:00.000Z,2018-07-05T15:13:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,219XX,CLIFF PL,MAPLE RIDGE,"Jul 05, 2018",3:13 pm,49.2154304,-122.6132188
528580,5451640,1134207,2018-15230,2018,2018-07-05T00:00:00.000Z,2018-07-05T16:19:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 05, 2018",4:19 pm,49.1992265,-122.5775593
529420,5452040,1134209,2018-15275,2018,2018-07-06T00:00:00.000Z,2018-07-06T01:20:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,226XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 06, 2018",1:20 am,49.2199546,-122.4428793
524400,5451860,1134211,2018-15288,2018,2018-07-06T00:00:00.000Z,2018-07-06T08:03:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,119XX,WEST ST,MAPLE RIDGE,"Jul 06, 2018",8:03 am,49.2171819,-122.6648365
525920,5452800,1134215,2018-15293,2018,2018-07-06T00:00:00.000Z,2018-07-06T09:11:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,123XX,SKILLEN ST,MAPLE RIDGE,"Jul 06, 2018",9:11 am,49.2243939,-122.644304
522390,5450640,1134217,2018-15299,2018,2018-07-06T00:00:00.000Z,2018-07-06T10:28:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,191XX,AIRPORT WAY,PITT MEADOWS,"Jul 06, 2018",10:28 am,49.2084055,-122.6732552
528830,5451370,1134219,2018-15347,2018,2018-07-06T00:00:00.000Z,2018-07-06T20:21:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,ST ANNE AVE,MAPLE RIDGE,"Jul 06, 2018",8:21 pm,49.2144457,-122.601975
527310,5452040,1134220,2018-15349,2018,2018-07-06T00:00:00.000Z,2018-07-06T20:50:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,215XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 06, 2018",8:50 pm,49.2199546,-122.4428793
525040,5452130,1134222,2018-15358,2018,2018-07-06T00:00:00.000Z,2018-07-06T22:51:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,203XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 06, 2018",10:51 pm,49.2199546,-122.4428793
524990,5451870,1134223,2018-15363,2018,2018-07-06T00:00:00.000Z,2018-07-06T23:37:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,203XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 06, 2018",11:37 pm,49.1992265,-122.5775593
530110,5450880,1134224,2018-15370,2018,2018-07-07T00:00:00.000Z,2018-07-07T04:42:00.000Z,Friday,THEFT OF TRUCK OVER $5000,AUTO THEFT,228XX,TELOSKY AVE,MAPLE RIDGE,"Jul 07, 2018",4:42 am,49.2102979,-122.5871765
528070,5451470,1134226,2018-15378,2018,2018-07-07T00:00:00.000Z,2018-07-07T09:25:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,116XX,CARSHILL ST,MAPLE RIDGE,"Jul 07, 2018",9:25 am,49.2159258,-122.6145871
528500,5451520,1134229,2018-15401,2018,2018-07-07T00:00:00.000Z,2018-07-07T15:45:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,221XX,CLIFF AVE,MAPLE RIDGE,"Jul 07, 2018",3:45 pm,49.2159398,-122.6111911
522600,5452270,1134230,2018-15406,2018,2018-07-07T00:00:00.000Z,2018-07-07T17:01:00.000Z,Saturday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,121XX,HARRIS RD,PITT MEADOWS,"Jul 07, 2018",5:01 pm,49.2302871,-122.689463
528580,5451640,1134231,2018-15416,2018,2018-07-07T00:00:00.000Z,2018-07-07T20:07:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 07, 2018",8:07 pm,49.1992265,-122.5775593
532980,5449050,1134236,2018-15477,2018,2018-07-08T00:00:00.000Z,2018-07-08T14:27:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,105XX,BAKER PL,MAPLE RIDGE,"Jul 08, 2018",2:27 pm,49.1940624,-122.546233
522600,5453060,1134238,2018-15486,2018,2018-07-08T00:00:00.000Z,2018-07-08T16:40:00.000Z,Sunday,THEFT BICYCLE UNDER $5000,BIKE THEFT,125XX,HARRIS RD,PITT MEADOWS,"Jul 08, 2018",4:40 pm,49.2302871,-122.689463
525210,5451830,1134239,2018-15493,2018,2018-07-08T00:00:00.000Z,2018-07-08T17:46:00.000Z,Sunday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,205XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 08, 2018",5:46 pm,49.1992265,-122.5775593
529200,5451920,1134243,2018-15520,2018,2018-07-08T00:00:00.000Z,2018-07-08T22:14:00.000Z,Sunday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jul 08, 2018",10:14 pm,49.2190735,-122.6002259
529240,5451670,1134244,2018-15532,2018,2018-07-09T00:00:00.000Z,2018-07-09T04:59:00.000Z,Monday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,225XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 09, 2018",4:59 am,49.1992265,-122.5775593
522260,5450640,1134245,2018-15534,2018,2018-07-09T00:00:00.000Z,2018-07-09T07:17:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,190XX,AIRPORT WAY,PITT MEADOWS,"Jul 09, 2018",7:17 am,49.2084055,-122.6732552
528770,5451540,1134246,2018-15535,2018,2018-07-09T00:00:00.000Z,2018-07-09T07:52:00.000Z,Monday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,222XX,NORTH AVE,MAPLE RIDGE,"Jul 09, 2018",7:52 am,49.2160106,-122.6069412
528140,5451350,1134247,2018-15536,2018,2018-07-09T00:00:00.000Z,2018-07-09T08:20:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,219XX,RIVER RD,MAPLE RIDGE,"Jul 09, 2018",8:20 am,49.1733016,-122.477056
529970,5451250,1134248,2018-15538,2018,2018-07-09T00:00:00.000Z,2018-07-09T08:38:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,115XX,BURNETT ST,MAPLE RIDGE,"Jul 09, 2018",8:38 am,49.2086842,-122.5893156
533130,5454690,1134249,2018-15556,2018,2018-07-09T00:00:00.000Z,2018-07-09T12:22:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,244XX,FERN CRES,MAPLE RIDGE,"Jul 09, 2018",12:22 pm,49.2378665,-122.563499
528070,5451470,1134250,2018-15559,2018,2018-07-09T00:00:00.000Z,2018-07-09T13:03:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,CARSHILL ST,MAPLE RIDGE,"Jul 09, 2018",1:03 pm,49.2159258,-122.6145871
530900,5451280,1134252,2018-15580,2018,2018-07-09T00:00:00.000Z,2018-07-09T15:49:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,COTTONWOOD DR,MAPLE RIDGE,"Jul 09, 2018",3:49 pm,49.2139557,-122.5753667
524510,5453070,1134253,2018-15587,2018,2018-07-09T00:00:00.000Z,2018-07-09T17:11:00.000Z,Monday,THEFT BICYCLE UNDER $5000,BIKE THEFT,124XX,DAVENPORT DR,MAPLE RIDGE,"Jul 09, 2018",5:11 pm,49.2294125,-122.6641941
531410,5450260,1134258,2018-15618,2018,2018-07-10T00:00:00.000Z,2018-07-10T05:44:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,235XX,KANAKA WAY,MAPLE RIDGE,"Jul 10, 2018",5:44 am,49.20331,-122.5727678
530720,5450430,1134260,2018-15620,2018,2018-07-10T00:00:00.000Z,2018-07-10T05:43:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,COTTONWOOD DR,MAPLE RIDGE,"Jul 10, 2018",5:43 am,49.2139557,-122.5753667
530720,5450430,1134262,2018-15622,2018,2018-07-10T00:00:00.000Z,2018-07-10T05:50:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,COTTONWOOD DR,MAPLE RIDGE,"Jul 10, 2018",5:50 am,49.2139557,-122.5753667
525910,5452990,1134264,2018-15644,2018,2018-07-10T00:00:00.000Z,2018-07-10T10:06:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,124XX,SKILLEN ST,MAPLE RIDGE,"Jul 10, 2018",10:06 am,49.2243939,-122.644304
524820,5451730,1134266,2018-15671,2018,2018-07-10T00:00:00.000Z,2018-07-10T14:40:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,202XX,PATTERSON AVE,MAPLE RIDGE,"Jul 10, 2018",2:40 pm,49.2178107,-122.6582624
522590,5455220,1134267,2018-15675,2018,2018-07-10T00:00:00.000Z,2018-07-10T15:42:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,136XX,HARRIS RD,PITT MEADOWS,"Jul 10, 2018",3:42 pm,49.2302871,-122.689463
531020,5448800,1134273,2018-15725,2018,2018-07-11T00:00:00.000Z,2018-07-11T08:15:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,233XX,MCKAY AVE,MAPLE RIDGE,"Jul 11, 2018",8:15 am,49.1912646,-122.5741841
527120,5451290,1134275,2018-15741,2018,2018-07-11T00:00:00.000Z,2018-07-11T11:01:00.000Z,Wednesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,214XX,RIVER RD,MAPLE RIDGE,"Jul 11, 2018",11:01 am,49.1733016,-122.477056
524990,5451870,1134276,2018-15743,2018,2018-07-11T00:00:00.000Z,2018-07-11T11:03:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,203XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 11, 2018",11:03 am,49.1992265,-122.5775593
528660,5452170,1134278,2018-15756,2018,2018-07-11T00:00:00.000Z,2018-07-11T13:43:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,222XX,BROWN AVE,MAPLE RIDGE,"Jul 11, 2018",1:43 pm,49.2214066,-122.5993716
526590,5452360,1134279,2018-15768,2018,2018-07-11T00:00:00.000Z,2018-07-11T16:19:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,211XX,WICKLUND AVE,MAPLE RIDGE,"Jul 11, 2018",4:19 pm,49.2233933,-122.6560832
526330,5452040,1134280,2018-15783,2018,2018-07-11T00:00:00.000Z,2018-07-11T18:35:00.000Z,Tuesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,210XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jul 11, 2018",6:35 pm,49.2199546,-122.4428793
529100,5451250,1134284,2018-15816,2018,2018-07-12T00:00:00.000Z,2018-07-12T03:23:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,115XX,FRASER ST,MAPLE RIDGE,"Jul 12, 2018",3:23 am,49.2166429,-122.600191
529410,5452730,1134285,2018-15819,2018,2018-07-12T00:00:00.000Z,2018-07-12T06:38:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,226XX,LEE AVE,MAPLE RIDGE,"Jul 12, 2018",6:38 am,49.226678,-122.5983469
533700,5452510,1134286,2018-15820,2018,2018-07-12T00:00:00.000Z,2018-07-12T07:04:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,247XX,122A AVE,MAPLE RIDGE,"Jul 12, 2018",7:04 am,49.2244663,-122.5348259
525520,5451230,1134287,2018-15821,2018,2018-07-12T00:00:00.000Z,2018-07-12T07:16:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,206XX,RIVER RD W,MAPLE RIDGE,"Jul 12, 2018",7:16 am,49.2134006,-122.6513183
529980,5453680,1134288,2018-15822,2018,2018-07-12T00:00:00.000Z,2018-07-12T07:50:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,128XX,BARNSDALE ST,MAPLE RIDGE,"Jul 12, 2018",7:50 am,49.2360516,-122.5882148
526570,5451660,1134291,2018-15909,2018,2018-07-13T00:00:00.000Z,2018-07-13T03:24:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,211XX,LOUGHEED HWY,MAPLE RIDGE,"Jul 13, 2018",3:24 am,49.1992265,-122.5775593
527540,5451320,1134292,2018-15910,2018,2018-07-13T00:00:00.000Z,2018-07-13T03:51:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,216XX,RIVER RD,MAPLE RIDGE,"Jul 13, 2018",3:51 am,49.1733016,-122.477056
527080,5453320,1134293,2018-15939,2018,2018-07-13T00:00:00.000Z,2018-07-13T11:31:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,214XX,THORNTON AVE,MAPLE RIDGE,"Jul 13, 2018",11:31 am,49.2320798,-122.6286343
530160,5450760,1134294,2018-15946,2018,2018-07-13T00:00:00.000Z,2018-07-13T13:46:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,113XX,HARRISON ST,MAPLE RIDGE,"Jul 13, 2018",1:46 pm,49.2086146,-122.5862063
525390,5452850,1134295,2018-15959,2018,2018-07-13T00:00:00.000Z,2018-07-13T15:54:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,205XX,124A AVE,MAPLE RIDGE,"Jul 13, 2018",3:54 pm,49.2286758,-122.5774527
530720,5452750,1134296,2018-15963,2018,2018-07-13T00:00:00.000Z,2018-07-13T16:28:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,232XX,AURORA PL,MAPLE RIDGE,"Jul 13, 2018",4:28 pm,49.2267364,-122.577674
529200,5451920,1134298,2018-15982,2018,2018-07-13T00:00:00.000Z,2018-07-13T19:47:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,119XX,HANEY PL,MAPLE RIDGE,"Jul 13, 2018",7:47 pm,49.2190735,-122.6002259
526990,5453320,1134299,2018-15988,2018,2018-07-13T00:00:00.000Z,2018-07-13T20:31:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,213XX,THORNTON AVE,MAPLE RIDGE,"Jul 13, 2018",8:31 pm,49.2320798,-122.6286343
522600,5452130,1134301,2018-15996,2018,2018-07-13T00:00:00.000Z,2018-07-13T23:36:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,120XX,HARRIS RD,PITT MEADOWS,"Jul 13, 2018",11:36 pm,49.2302871,-122.689463
529060,5451890,1134302,2018-16019,2018,2018-07-14T00:00:00.000Z,2018-07-14T11:26:00.000Z,Saturday,THEFT BICYCLE UNDER $5000,BIKE THEFT,119XX,HANEY PL,MAPLE RIDGE,"Jul 14, 2018",11:26 am,49.2190735,-122.6002259
528820,5451110,1134303,2018-16022,2018,2018-07-14T00:00:00.000Z,2018-07-14T11:33:00.000Z,Saturday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,RIVER RD,MAPLE RIDGE,"Jul 14, 2018",11:33 am,49.1733016,-122.477056
524400,5451860,1134306,2018-16071,2018,2018-07-14T00:00:00.000Z,2018-07-14T21:24:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,119XX,WEST ST,MAPLE RIDGE,"Jul 14, 2018",9:24 pm,49.2171819,-122.6648365
